subhalo_id,soap_row_index,total_formed_mass,stellar_mass_current,t_start,t50,t50_span,t75,t75_span,t90,t90_span,t95,t95_span,t998,t998_span,tfin,tfin_span,f_Mz2,term1,term2,term3,DoR,elem_0_mass,elem_1_mass,elem_2_mass,elem_3_mass,elem_4_mass,elem_5_mass,elem_6_mass,elem_7_mass,elem_8_mass,elem_9_mass,elem_10_mass,elem_11_mass
158660,26629,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6041,75612,12.324292421340942,12.324292421340942,0.26387604787849583,4.458876047878496,4.195,4.938876047878495,4.675,6.798876047878496,6.535,9.008876047878495,8.745,13.608876047878496,13.345,13.608876047878496,13.345,0.22651734764502143,0.22651734764502143,0.10695187165775401,0.08353732307881198,0.13900218079386248,8.930179258342832,3.196676615276374,0.02465530039322038,0.009674007200166219,0.09762500044088794,0.026081101980308892,0.01112831679077869,0.01131326319200917,0.015058394866330113,5.41186742678833e-07,1.5916101056856334e-07,6.3443957408820485e-09
4084083,107568,6.0105345249176025,6.0105345249176025,0.2571035863964189,4.31210358639642,4.055000000000001,5.102103586396419,4.845,5.852103586396419,5.595,6.1221035863964195,5.865,12.30210358639642,12.045000000000002,12.30210358639642,12.045000000000002,0.20267275588834577,0.20267275588834577,0.10319917440660475,0.17775649903749471,0.1612094764441484,4.362549700541422,1.555532842525281,0.011897631516331395,0.004457478204378355,0.04629181215922765,0.012380329663766697,0.005241023584695341,0.005176817218668654,0.006202423304319601,2.787286069857987e-07,8.343130575827261e-08,2.7845591676391645e-09
12231,199669,17.093001127243042,17.093001127243042,0.2579073339884111,3.772907333988411,3.515,6.5929073339884114,6.335,9.692907333988412,9.435,11.34290733398841,11.084999999999999,13.68290733398841,13.424999999999999,13.68290733398841,13.424999999999999,0.43390750227326164,0.43390750227326164,0.07892659826361484,0.07773921994289315,0.19685777349325653,12.362986297812313,4.445195129723288,0.03582768528695386,0.014218312228981712,0.13882952860682635,0.03735186765321702,0.01592070559794414,0.01654490746775339,0.02312697565478487,9.162812218612005e-07,2.3493921059982694e-07,9.436238993106253e-09
740743,231736,77.9325704574585,77.9325704574585,0.2360051439999799,3.54100514399998,3.305,4.79100514399998,4.555000000000001,6.69100514399998,6.455,8.32100514399998,8.084999999999999,13.03100514399998,12.795,13.03100514399998,12.795,0.4428511526737433,0.4428511526737433,0.1097694840834248,0.12339928213825477,0.22533997296514097,57.04672546312213,19.922012191440444,0.12012292715079273,0.04489951695526659,0.48702242488600805,0.1289799212654329,0.05459140174445211,0.05418908371649372,0.0659554831384143,2.661206079214837e-06,8.248434113802185e-07,2.9057330161888847e-08
2821775,231760,9.687362432479858,9.687362432479858,0.30417367315058014,4.2891736731505805,3.9850000000000003,4.699173673150581,4.3950000000000005,5.05917367315058,4.755,5.71917367315058,5.415,9.01917367315058,8.715,9.01917367315058,8.715,0.2108791641057584,0.2108791641057584,0.11376564277588168,0.4191025420701209,0.24791578298392034,7.015357526252046,2.514243505720515,0.0197806553839505,0.0076179232744486795,0.07875362902700934,0.021102949950229002,0.008943136501071565,0.0089426514060012,0.011266052143021019,4.223893608918165e-07,1.251938896951751e-07,4.804708897587754e-09
2855260,306537,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518042,338226,18.23973250389099,18.23973250389099,0.2870380867649923,4.332038086764992,4.045,5.902038086764993,5.615,9.522038086764994,9.235000000000001,11.012038086764992,10.725,13.642038086764991,13.354999999999999,13.642038086764991,13.354999999999999,0.3284915439179672,0.3284915439179672,0.08904719501335707,0.08281256018682226,0.1667837663727155,13.301663332153112,4.6886531336349435,0.03132893398553797,0.011985937124700658,0.12245294569350638,0.03280417024265076,0.01374433850228558,0.014316360231416672,0.020134578144726203,8.048573670524623e-07,2.3528541064229758e-07,8.422478951243448e-09
3229802,407402,14.19253420829773,14.19253420829773,0.3238423698634505,4.038842369863451,3.7150000000000003,4.888842369863451,4.565000000000001,6.908842369863451,6.585000000000001,7.898842369863451,7.575000000000001,12.22884236986345,11.905,12.22884236986345,11.905,0.35385320704679796,0.35385320704679796,0.10952902519167576,0.18790317952535304,0.21709513725460894,10.349480913951993,3.648593895661179,0.02474909033198244,0.009211203130903338,0.09765134453595273,0.026229921173487873,0.01092370291755027,0.010861175065929464,0.013215992805605856,5.364360979113056e-07,1.6938680265391902e-07,5.94196036062565e-09
1560853,630948,31.934999704360962,31.934999704360962,0.27246709199622626,3.5774670919962266,3.305,4.237467091996226,3.965,7.5174670919962265,7.245,9.747467091996228,9.475000000000001,13.587467091996228,13.315000000000001,13.587467091996228,13.315000000000001,0.35973470533229,0.35973470533229,0.12610340479192939,0.08571161175478154,0.19051657395966695,23.344000792130828,8.17999792174669,0.05147243861104417,0.019073972702947927,0.20907756665698818,0.055878837071948656,0.02333972746167602,0.0228554248085317,0.026346436342662934,1.0209575481386817e-06,3.24628947002866e-07,1.215674940136563e-08
